name,price,neighbourhood_cleansed,room_type,minimum_nights,accommodates,bedrooms,beds,bathroom_count,bathroom_type
"""The Best Airbnb""★Private rooftop/fire pit★5min→DT",162.0,District 2,Entire home/apt,2,10,3.0,7.0,2.5,bath
Eclectic apartment in historic tobacco barn,133.0,District 21,Entire home/apt,2,2,1.0,2.0,1.0,bath
NEW LISTING LuxeTownhome 12th South/Gulch/Belmont!,307.0,District 17,Entire home/apt,2,8,3.0,4.0,3.5,bath
Luxury Home w Hot Tub & Fire Pit Creek Bed Retreat,426.0,District 15,Entire home/apt,4,12,4.0,10.0,5.0,bath
Butterfly BNB~Modern Luxury~Giant Rooftop~9Min>DT,192.0,District 8,Entire home/apt,2,12,4.0,11.0,3.5,bath
~Walk Downtown~ 2 Bed*2 Bath Condo #303,158.0,District 19,Entire home/apt,3,6,2.0,2.0,2.0,bath
*Walk to Downtown*2 Bed 2Bath Condo Sleeps 6* #301,153.0,District 19,Entire home/apt,3,6,2.0,2.0,2.0,bath
Luxury Downtown Home w/ Skyline Views! | 8 Beds | 5 min walk to Gulch!,234.0,District 17,Entire home/apt,2,10,3.0,8.0,2.5,bath
2Bed 2Bath Condo ~Walk to Broadway~ #302,153.0,District 19,Entire home/apt,3,6,2.0,2.0,2.0,bath
*2Bed 2Bath* Sleeps 6 Downtown *Walk to Broadway!*,153.0,District 19,Entire home/apt,2,6,2.0,2.0,2.0,bath
*1 Mile fr Broadway* 2 Bed 2 Bath Sleeps 6 #202,153.0,District 19,Entire home/apt,3,6,2.0,2.0,2.0,bath
2 Bed 2 Bath Condo *Walk to Broadway* #203,138.0,District 19,Entire home/apt,3,6,2.0,2.0,2.0,bath
~Walk to Broadway~ 2 Bed * 2 Full Bath Condo #304,151.0,District 19,Entire home/apt,3,6,2.0,2.0,2.0,bath
2 Bed 2 Bath Condo *Walk to Broadway* #204,158.0,District 19,Entire home/apt,3,6,2.0,2.0,2.0,bath
2 Bed 2 FullBath Condo *Walk to Downtown!* #401,153.0,District 19,Entire home/apt,2,6,2.0,2.0,2.0,bath
The Charlesville #402 Condo *Walk to Downtown*,150.0,District 19,Entire home/apt,3,6,2.0,3.0,2.0,bath
The Charlesville #403 Condo *Walk to Downtown*,153.0,District 19,Entire home/apt,2,6,2.0,3.0,2.0,bath
The Charlesville #404 Condo *Walk to Downtown*,153.0,District 19,Entire home/apt,3,6,2.0,3.0,2.0,bath
Month to Month Bungalow for Families,73.0,District 6,Entire home/apt,60,4,2.0,2.0,1.0,bath
Modern Studio on Nashville's Famous Music Row 23,116.0,District 19,Entire home/apt,1,2,1.0,1.0,1.0,bath
Stay in Heart of Nashville's Music Neighborhood 22,121.0,District 19,Entire home/apt,1,5,1.0,3.0,1.0,bath
Walkable Stylish Getaway on Historic Music Row 21,140.0,District 19,Entire home/apt,1,7,2.0,4.0,1.0,bath
Elvis Was Here Walkable Apt on Famous Music Row 14,171.0,District 19,Entire home/apt,1,6,2.0,3.0,2.0,bath
Walkable Downtown from Stylish Music Row Studio 13,110.0,District 19,Entire home/apt,1,2,1.0,1.0,1.0,bath
Stay Amongst Nashville's Musicians on Music Row 12,117.0,District 19,Entire home/apt,1,5,1.0,3.0,1.0,bath
Stay in Heart of Nashville's Music Neighborhood 10,117.0,District 19,Entire home/apt,1,5,1.0,3.0,1.0,bath
Groovy Apt in Landmark Neighborhood Music Row 01,196.0,District 19,Entire home/apt,1,12,3.0,6.0,2.0,bath
"Cleveland Park, 1.5 miles to Broadway!!!",152.0,District 5,Entire home/apt,2,12,4.0,4.0,3.0,bath
"Modern Farm House RETREAT, Close to Nashville!",122.0,District 12,Entire home/apt,2,6,1.0,4.0,1.0,bath
East Nashville Guest-Suite with Vintage Charm,104.0,District 8,Entire home/apt,3,3,1.0,2.0,1.0,bath
"Cozy, Light & Airy -3BR Home- 10 Min From Downtown",90.0,District 8,Entire home/apt,2,8,3.0,3.0,1.0,bath
Graycroft Retreat-Quiet street in E.Nashville,144.0,District 8,Entire home/apt,3,4,2.0,3.0,1.0,bath
Nashville's Little Peace of Country Heaven,177.0,District 1,Entire home/apt,3,7,4.0,4.0,2.5,bath
Charming three story town house for your group,200.0,District 4,Entire home/apt,30,5,3.0,3.0,2.5,bath
In Nashville and chilling on the bus,135.0,District 1,Entire home/apt,2,4,2.0,3.0,1.0,bath
Duke 31 / Mins Downtown & Broadway / Rooftop Patio,168.0,District 5,Entire home/apt,3,8,2.0,4.0,2.5,bath
"☆URBAN DELIGHT☆ GORGEOUS, LUXURY HOME - SLEEPS 12",143.0,District 5,Entire home/apt,2,12,4.0,5.0,4.0,bath
"*Nash Nest*-Hot tub, Air hockey & Bar!",279.0,District 14,Entire home/apt,3,10,3.0,6.0,2.0,bath
"NEW! Walk to Hillsboro Village, ROOFTOP, SLEEPS 12",204.0,District 18,Entire home/apt,2,12,4.0,8.0,3.5,bath
"East Nashville Renovated Craftsman,walk to 5points",454.0,District 6,Entire home/apt,2,7,3.0,4.0,2.0,bath
Nashville Luxury at Vibe 4 miles to Broadway!,310.0,District 5,Entire home/apt,2,10,3.0,7.0,3.0,bath
SUPREME LUXURY ♡ MINS TO DOWNTOWN ♡ 5 FULL BATHS,359.0,District 17,Entire home/apt,2,12,4.0,12.0,5.0,bath
2 Homes-Hillsboro Village-Buy 3 Nights Get 1 Free,965.0,District 18,Entire home/apt,3,16,8.0,13.0,7.0,bath
HUGE LUXURY HOME ✦ DOWNTOWN LOCATION ✦ BIG GROUPS,289.0,District 19,Entire home/apt,2,12,4.0,10.0,2.5,bath
NEW walkable EastNash home FREE off street-parking,148.0,District 6,Entire home/apt,1,6,1.0,3.0,1.0,bath
Luxurious Suite w/ King  Bed + Massage Chair!,95.0,District 14,Entire home/apt,2,4,1.0,2.0,1.0,bath
Mill Creek Casita,82.0,District 15,Entire home/apt,1,3,1.0,2.0,1.0,bath
Contemporary Luxury Nashville Townhouse,566.0,District 21,Entire home/apt,2,10,3.0,6.0,3.5,bath
Heavenly Penthouse-Downtown Nash-Best City Views!,191.0,District 19,Entire home/apt,1,6,1.0,4.0,1.0,bath
"★NashVilla Retreat - New, Private, Near Downtown★",122.0,District 7,Entire home/apt,2,4,1.0,2.0,1.0,bath
"Cozy South Nashville house, minutes from downtown",300.0,District 26,Entire home/apt,30,5,2.0,2.0,2.0,bath
URBAN Luxury Modern 2 BDR/2 BA Condo in Gulch,298.0,District 19,Entire home/apt,2,6,2.0,3.0,2.0,bath
East Nashville Escape - 10min from DNTN,128.0,District 7,Entire home/apt,2,6,2.0,3.0,1.0,bath
#InstaWorthy ~ 5★ Location ~ Rooftop Skyline Views,243.0,District 21,Entire home/apt,2,12,4.0,5.0,4.0,bath
Willie Themed Music Row Apartment Near Downtown,95.0,District 19,Entire home/apt,2,6,1.0,4.0,1.0,bath
Sonder The Retreat | Three-Bedroom Apartment w/ Rooftop,196.0,District 17,Entire home/apt,2,8,3.0,1.0,2.5,bath
Luxury Home | Walk to Gulch | Skyline Views | Sleeps 10 | Free Parking,228.0,District 17,Entire home/apt,2,10,3.0,8.0,2.5,bath
Sonder The Retreat | Three-Bedroom Apartment,241.0,District 17,Entire home/apt,2,8,3.0,1.0,2.0,bath
"Luxury townhome near Broadway - central AC, private W/D, balconies & garage",421.0,District 2,Entire home/apt,2,10,3.0,5.0,3.0,bath
"Luxury 2BR at Wyndham Resort in Nashville, TN",131.0,District 13,Entire home/apt,2,6,2.0,4.0,2.0,bath
Nashville Luxury Teepee,20.0,District 10,Private room,2,4,1.0,2.0,1.0,bath
ILLUME/Modern New Condo/ Pool & Downtown Views/Gym,178.0,District 19,Entire home/apt,3,4,1.0,2.0,1.0,bath
Luxury Home -Skyline Views Free Parking - 8 min walk to Gulch,253.0,District 17,Entire home/apt,2,10,3.0,8.0,2.5,bath
It's 5 O'clock Somewhere in Nashville!,176.0,District 19,Entire home/apt,2,4,1.0,2.0,1.0,bath
Luxury Downtown Home w/ Skyline Views! | 8 Beds | 5 min walk to Gulch,242.0,District 17,Entire home/apt,2,10,3.0,9.0,2.5,bath
"EAST NASHVILLE RETREAT! 8 BEDS +12 PPL, 4Bed/2.5B",375.0,District 7,Entire home/apt,1,12,4.0,8.0,2.0,bath
90% off hotel prices,30.0,District 33,Private room,30,1,1.0,-1.0,1.0,shared bath
Nashville Margaritaville studio,188.0,District 19,Entire home/apt,3,4,1.0,2.0,1.0,bath
Spacious 2 Bedroom Apartment - East Nashville,182.0,District 6,Entire home/apt,2,7,2.0,3.0,1.0,bath
2 Bedroom 1 Bath near downtown and BBQ!,106.0,District 21,Entire home/apt,2,6,2.0,3.0,1.0,bath
Midtown Haven McMillin Right Next to Jack's BBQ!,114.0,District 19,Entire home/apt,2,6,2.0,3.0,1.0,bath
2 Bedrm 1 bath • One Mile From Broadway!,106.0,District 21,Entire home/apt,2,6,2.0,3.0,1.0,bath
2 Bdrm in Midtown  • One Mile From Broadway!,106.0,District 21,Entire home/apt,2,6,2.0,3.0,1.0,bath
Aloha Nashville - E. Nash/Spacious/Great Location!,160.0,District 5,Entire home/apt,1,12,4.0,7.0,4.0,bath
Nashville Studio w/pool - Play in Melrose - 8th Ave,80.0,District 17,Entire home/apt,2,4,1.0,2.0,1.0,bath
Downtown Stunner ♫ Huge House ♫ Modern Music City,346.0,District 21,Entire home/apt,2,12,4.0,10.0,3.5,bath
Luxury Fun 2miles 2 Broadway ideal for longer stay,139.0,District 21,Entire home/apt,30,10,3.0,6.0,2.5,bath
Comfortable Older Condo,79.0,District 9,Entire home/apt,2,4,2.0,2.0,1.5,bath
East Nashville Cottage - Pet Friendly,199.0,District 5,Entire home/apt,3,6,1.0,3.0,1.0,bath
Midtown McMillin! 1 Mile From Broadwy•Free Parking,106.0,District 21,Entire home/apt,2,6,2.0,3.0,1.0,bath
2 Bdrm 1 Bath • Sleeps 6 • 1 Mile From Broadway!,106.0,District 19,Entire home/apt,2,6,2.0,3.0,1.0,bath
One Mile from Honky Tonk Row! Sleep 6!,106.0,District 19,Entire home/apt,2,6,2.0,3.0,1.0,bath
Midtown 2bdrm • 1 Mile From Broadway!,98.0,District 21,Entire home/apt,2,6,2.0,3.0,1.0,bath
4BR 3.5B Melrose 3mToBroadway Family and pet Friendly Long Stays Safe Neighborhood#,200.0,District 17,Entire home/apt,1,8,4.0,6.0,3.5,bath
The East Nash Haven! 8 beds • 10 min to Broadway!,142.0,District 8,Entire home/apt,2,8,2.0,8.0,2.5,bath
CGG / 7 Min Downtown / 5-Points / Trendy / Parking,159.0,District 6,Entire home/apt,3,2,1.0,1.0,1.0,bath
Entire Two Bedroom condo convenient to downtown,75.0,District 30,Entire home/apt,90,4,2.0,2.0,1.5,bath
MUSIC CITY MARVEL ★ BRAND NEW ★ MINS TO BROADWAY,247.0,District 6,Entire home/apt,2,10,3.0,8.0,2.5,bath
Most of artwork in this space is puzzles...,75.0,District 15,Private room,1,4,1.0,1.0,1.0,bath
Melrose Place Nashville | 3 Suites | 7Beds | Walka,199.0,District 17,Entire home/apt,1,10,3.0,7.0,4.0,bath
1 Mile From Broadway!,114.0,District 19,Entire home/apt,2,6,2.0,3.0,1.0,bath
2 bdrm 1 bath great location!,114.0,District 19,Entire home/apt,2,6,2.0,3.0,1.0,bath
Midtown 2 bdrm 1 bath!,106.0,District 19,Entire home/apt,2,6,2.0,3.0,1.0,bath
2 Bdrm 1 Bath in Midtown!,106.0,District 19,Entire home/apt,2,6,2.0,3.0,1.0,bath
The Scovel- Dog Friendly- 3 night Winter Promo,404.0,District 19,Entire home/apt,2,10,3.0,5.0,3.5,bath
2  Bdrm 1 Bath in Midtown!,106.0,District 19,Entire home/apt,2,6,2.0,3.0,1.0,bath
2 Bedrm 1 bath • Inquire For Extended Stay Prices,106.0,District 21,Entire home/apt,2,6,2.0,3.0,1.0,bath
Sleeps 6! Close to Midtown & Broadway!,106.0,District 19,Entire home/apt,2,6,2.0,3.0,1.0,bath
Harbor Retreat ⚓ - 8 BEDS near  ⛵ - 8AM Check-In ☀,228.0,District 20,Entire home/apt,2,12,4.0,8.0,2.0,bath
The Underwood- Luxe Home - Buy 3 Nights Get 1 Free,264.0,District 18,Entire home/apt,2,12,4.0,7.0,3.5,bath
Winter Specials Trendy 1930s Tudor Home near Dwntn,148.0,District 24,Entire home/apt,1,7,3.0,5.0,1.5,bath
Lake Hideaway in Nashville,70.0,District 29,Entire home/apt,30,4,2.0,2.0,1.0,bath
Open and Bright -Cats here | 4.5 miles to Downtown,30.0,District 2,Private room,28,1,1.0,1.0,1.0,shared bath
Adorable Townhome Close to BNA Airport,189.0,District 29,Entire home/apt,2,6,2.0,2.0,2.5,bath
Blue Cottage | E Nash Walk to 5 Points | Sleeps 8,92.0,District 6,Entire home/apt,1,8,2.0,2.0,1.0,bath
Great 1 Bed/1.5 Bath Only 0.7 Miles from Broadway!,142.0,District 19,Entire home/apt,1,4,1.0,2.0,1.5,bath
Winter Promo-Hillsboro Village Masterpiece,315.0,District 18,Entire home/apt,2,12,4.0,6.0,3.5,bath
Midtown Townhouse - Close to Vandy and Downtown!,193.0,District 21,Entire home/apt,5,5,2.0,2.0,2.5,bath
MEGA Home! *Sleeps 20* 2 Private Patios & Backyard,573.0,District 5,Entire home/apt,2,16,6.0,14.0,7.0,bath
Bohemian VIBE | 2Master Suites | 2CarGarage | 5Min,192.0,District 5,Entire home/apt,1,10,3.0,5.0,3.0,bath
City View! 0.7 Miles From Downtown!,211.0,District 19,Entire home/apt,1,6,2.0,3.0,2.0,bath
The Dolly Parton Den ( aka cute 1 bedroom apt),120.0,District 18,Entire home/apt,2,5,1.0,2.0,1.0,bath
Bonnas Downstairs Home,59.0,District 14,Entire home/apt,1,4,1.0,2.0,1.0,bath
Big Blue - Nashville's Premiere Home for Groups,736.0,District 6,Entire home/apt,2,12,4.0,12.0,2.5,bath
The Emmy Lou - Monthly Furnished close to Vandy!,73.0,District 21,Entire home/apt,31,4,2.0,2.0,1.0,bath
Cozy 1BD/1BA Slps 5! OFF BROADWAY!Pool Open!,93.0,District 19,Entire home/apt,1,5,1.0,2.0,1.0,bath
"Adorable 1BR/1BA Slps 5,OFF BROADWAY!Pool Open!",111.0,District 19,Entire home/apt,1,5,1.0,2.0,1.0,bath
Cozy luxury private one bedroom with own full bath,56.0,District 19,Private room,1,1,1.0,1.0,1.0,private bath
Abode | Marathon Village | 5 Minutes From Downtown,73.0,District 19,Entire home/apt,2,6,2.0,3.0,1.0,bath
Cozy Madison Art Cottage,120.0,District 7,Entire home/apt,1,5,3.0,3.0,1.0,bath
Abode | Marathon Village | Nashville Skyline Views,60.0,District 19,Entire home/apt,1,4,1.0,2.0,1.0,bath
Quiet Private Apartment near Riverside Village,115.0,District 7,Entire home/apt,2,2,1.0,1.0,1.0,bath
ULTRA GULCH DOWNTOWN VIEWS ROOFTOP TONS OF BEDS!,300.0,District 17,Entire home/apt,2,12,4.0,14.0,4.0,bath
LARGE MARVELOUS TOWNHOME ★ DOWNTOWN LOCATION,180.0,District 17,Entire home/apt,2,8,3.0,4.0,3.5,bath
Master bedroom/ en suite,35.0,District 33,Private room,30,1,4.0,-1.0,3.0,shared bath
Hidden Gem FREE PARKING 3 miles to Broadway!,185.0,District 21,Entire home/apt,2,6,3.0,3.0,2.5,bath
JOY Mansion7 Minutes to Broadway with hot tub,800.0,District 19,Entire home/apt,3,12,4.0,9.0,2.0,bath
Southern Bungalow | Fenced Front and Back!,325.0,District 20,Entire home/apt,1,10,4.0,8.0,2.5,bath
NASHVILLE RIVERVIEW ROOM! Hot Tub - 30 Day Minimum,44.0,District 20,Private room,30,1,1.0,1.0,1.0,shared bath
Instagrammer’s Dream Home. 2 miles to Broadway!!,317.0,District 19,Entire home/apt,2,10,3.0,7.0,2.5,bath
The NashVilla - Hang Your Hat Here!,1051.0,District 17,Entire home/apt,2,12,4.0,10.0,4.0,bath
"Quaint home 10 minutes from downtown, BNA & Opry!",145.0,District 16,Entire home/apt,2,9,3.0,4.0,1.0,bath
Nashville’s Original Bachelorette House,479.0,District 21,Entire home/apt,3,12,4.0,6.0,3.0,bath
"Ultra Stylish Getaway w/pool, downtown view, close to the gulch, 12 S+Broadway",190.0,District 19,Entire home/apt,2,6,2.0,3.0,2.0,bath
Luxurious and close to Broadway•WIFI•Free Coffee!,109.0,District 21,Entire home/apt,2,10,3.0,6.0,2.5,bath
New Build Home W/ Rooftop Deck 3 Miles to Downtown,406.0,District 17,Entire home/apt,2,8,4.0,9.0,3.5,bath
The Russell House in 5 Points - WALK TO EVRYTHNG!,152.0,District 6,Entire home/apt,2,3,1.0,2.0,1.0,bath
Blissful Boho Guest Suite,65.0,District 9,Entire home/apt,1,2,1.0,1.0,1.0,bath
2 Bd/2.5 Bth New Townhome 10 min from Broadway! #A,129.0,District 17,Entire home/apt,2,6,2.0,3.0,2.5,bath
Nashville Wyndham near the Grand Old Opry,220.0,District 15,Entire home/apt,7,4,1.0,2.0,1.0,bath
5-Star Music Row House-Walk Everywhere! Sleeps-12,599.0,District 19,Entire home/apt,3,12,4.0,5.0,3.0,bath
“Hotel Monica” - Monthly Rental Near Dwtn,116.0,District 21,Entire home/apt,31,8,3.0,4.0,2.0,bath
Historic West End Apartment Across from Vandy,323.0,District 21,Entire home/apt,1,8,2.0,4.0,1.0,bath
Modern Nashville Home 7 Beds and Pool Table,236.0,District 21,Entire home/apt,2,10,3.0,7.0,2.5,bath
☆Walkable Nations Getaway☆ Minutes from downtown!,139.0,District 20,Entire home/apt,3,8,3.0,4.0,3.0,bath
"THE BRANCH NASHVILLE, 7 miles to DWTN!",396.0,District 8,Entire home/apt,2,10,2.0,2.0,2.0,bath
Perfect cozy Gaylord Opryland Crash Pad remodeled,75.0,District 15,Private room,30,2,1.0,1.0,1.0,shared bath
Stay Awhile - Your Nashville Retreat,191.0,District 13,Entire home/apt,30,10,3.0,5.0,2.0,bath
HGTV Featured Blue Bungalow Luxury in 12 South,741.0,District 17,Entire home/apt,3,10,5.0,6.0,3.0,bath
The Split Nashville  8 mins to downtown,285.0,District 8,Entire home/apt,2,8,3.0,5.0,2.0,bath
Townhouse Haven in Music Row District,143.0,District 17,Entire home/apt,2,6,2.0,3.0,1.5,bath
Five Minute Walk to Honky Tonks,107.0,District 19,Entire home/apt,1,4,1.0,2.0,1.0,bath
SoHo VIBE | 4 Suites | 7Beds | Sleeps 12 | 10min2D,267.0,District 5,Entire home/apt,1,12,4.0,7.0,4.0,bath
Large New Luxury Home! Skyline Views  + Hot Tub!,243.0,District 17,Entire home/apt,2,8,3.0,10.0,4.0,bath
TWO BRAND NEW LUXURY HOMES! ROOFTOP + HOT TUBS!,455.0,District 17,Entire home/apt,2,16,6.0,24.0,8.0,bath
Trendy East Nashville 2bd/1bth,99.0,District 5,Entire home/apt,1,6,2.0,3.0,1.0,bath
"2nd floor, end unit in ALLOY Building 30 day min",75.0,District 17,Entire home/apt,30,2,1.0,1.0,1.0,bath
Hilltop Rustic Retreat/ 30 day minimum rental,457.0,District 34,Entire home/apt,30,8,4.0,3.0,3.5,bath
The Brook Cottage - Close to Downtown!,126.0,District 6,Entire home/apt,1,6,3.0,3.0,2.0,bath
Modern-Walkable-East Nashville Suite,90.0,District 6,Entire home/apt,2,6,2.0,3.0,1.0,bath
Casa de George I,190.0,District 13,Entire home/apt,30,8,4.0,4.0,2.0,bath
Spacious home for large groups close to downtown.,350.0,District 1,Entire home/apt,2,14,4.0,9.0,2.5,bath
Can’t Miss-Gameroom+Rooftop-1 mile to Broadway!,276.0,District 17,Entire home/apt,1,12,4.0,7.0,2.5,bath
Huge Modern Luxury Suites A+ Location 30 day min,60.0,District 24,Private room,30,4,1.0,4.0,1.5,bath
Downtown Music City (Broadway and 2nd ave),116.0,District 19,Entire home/apt,1,5,1.0,3.0,1.0,bath
"♥ of Nashville, walk 2 Broadway w/ pool & gym",210.0,District 19,Entire home/apt,3,10,3.0,6.0,3.0,bath
South Gulch Urban Oasis: Amazing Rooftop City View,727.0,District 19,Entire home/apt,2,8,3.0,7.0,4.0,bath
Bachelor(ette) ★Near Broadway★ Skyline Views +8bds,278.0,District 19,Entire home/apt,2,10,3.0,8.0,3.5,bath
Pet Friendly-Huge Yard  Modern Nash Private Suite,92.0,District 5,Private room,1,3,1.0,1.0,1.0,private bath
★Stylish Country★ | Walk to DT | ♛King Beds | Pool,199.0,District 19,Entire home/apt,1,8,3.0,5.0,3.0,bath
Near Opry & Convention Center - 2BR Suite,99.0,District 13,Entire home/apt,5,6,2.0,3.0,2.0,bath
BRAND NEW! Vibrant & Exquisite -1 Mile to Downtown,110.0,District 21,Entire home/apt,1,4,1.0,2.0,1.0,bath
Centralized Location near Vandy/Belmont/Downtown-2,103.0,District 17,Entire home/apt,2,4,1.0,2.0,1.0,bath
￼New ⭐️ Downtown Luxury at Illume 🎵 Pool & Parking!,378.0,District 19,Entire home/apt,2,8,2.0,5.0,2.0,bath
Walk to Broadway/Enjoy our pool/Relax in clubhouse,170.0,District 19,Entire home/apt,2,4,1.0,2.0,1.0,bath
BEAUTIFUL LUXURY TOWNHOME ★ VERY CLOSE TO BROADWAY,157.0,District 2,Entire home/apt,2,10,3.0,8.0,3.5,bath
MUSIC CITY MEGA HOUSE/2 HOMES/Sleeps 24/CITY VIEWS,766.0,District 21,Entire home/apt,2,16,8.0,21.0,8.0,bath
Bright & Contemporary Home in Nashville! | Stapleton By AvantStay,165.0,District 5,Entire home/apt,2,8,2.0,3.0,2.5,bath
The Wells #B *Spacious Townhome Near Downtown* Sleeps 6!,129.0,District 17,Entire home/apt,2,6,2.0,3.0,2.5,bath
Prime Walkable Location w/ Free Parking!,296.0,District 17,Entire home/apt,2,12,4.0,6.0,4.0,bath
Cozy 1 bedroom unit Nashville,65.0,District 16,Entire home/apt,30,4,1.0,1.0,1.0,bath
Chic & Charming Home in Nashville! | McGraw By AvantStay,172.0,District 5,Entire home/apt,2,8,2.0,3.0,2.5,bath
The Skyline Manor Gorgeous Home with Amazing Views,186.0,District 5,Entire home/apt,1,12,4.0,8.0,4.0,bath
The Wells C * Townhome Near Downtown* SLEEPS 6!,129.0,District 17,Entire home/apt,3,6,2.0,3.0,2.5,bath
The Wells E *Spacious Townhome Near Downtown*,139.0,District 17,Entire home/apt,2,6,2.0,3.0,2.5,bath
Curated & Spacious Nashville Condo | Brooks by AvantStay,132.0,District 5,Entire home/apt,3,8,2.0,3.0,2.5,bath
*2bd/2.5bth Townhome 10 mins from Downtown* #D,142.0,District 17,Entire home/apt,3,6,2.0,3.0,2.5,bath
Your Nashville Home,75.0,District 16,Entire home/apt,30,4,2.0,2.0,2.0,bath
Spacious Townhome by Percy Warner Park,89.0,District 23,Entire home/apt,90,6,3.0,4.0,2.5,bath
Shelton by AvantStay | Stylish & Spacious Nashville Flat w/ Modern Design,218.0,District 5,Entire home/apt,2,10,3.0,4.0,3.5,bath
Urban by AvantStay | Elegant East Nashville Condo Hip & Trendy Area,218.0,District 5,Entire home/apt,2,10,3.0,4.0,3.5,bath
European Style Suite in Hip East Nashville,85.0,District 6,Entire home/apt,1,2,1.0,2.0,1.0,bath
*SLEEPS 30*  Getaway *3 Units * 9BR/9BA * Rooftops,1285.0,District 5,Entire home/apt,2,16,9.0,30.0,10.5,bath
Nash! Perfect location w/ Great Views of Downtown,614.0,District 17,Entire home/apt,2,12,4.0,9.0,3.5,bath
Chesney by AvantStay | Contemporary East Nashville Flat w/ Southern Flare,206.0,District 5,Entire home/apt,2,10,3.0,4.0,3.5,bath
Rhett by AvantStay | Stylish Southern Style Flat w/ Gorgeous Design,206.0,District 5,Entire home/apt,2,10,3.0,4.0,3.5,bath
Chic Riverfront Downtown Condo,166.0,District 19,Entire home/apt,2,4,1.0,2.0,1.0,bath
"*Brand New! 2bdr, high end. Walk to broadway+pool!",295.0,District 19,Entire home/apt,1,6,2.0,2.0,2.0,bath
City Loft w/ View! Walk to Broadway! Park Free,149.0,District 19,Entire home/apt,2,6,1.0,3.0,1.0,bath
Epic Syline Vews! Walk to the Gulch! Sleeps 12,1185.0,District 17,Entire home/apt,2,12,4.0,10.0,4.0,bath
Brand New Resort Studio Deluxe Suite,150.0,District 19,Entire home/apt,2,4,1.0,2.0,1.0,bath
Sonder 16th South | One-Bedroom Apartment,121.0,District 17,Entire home/apt,2,4,1.0,2.0,1.0,bath
Close To Music Row | Touchless 4bd Unit,127.0,District 19,Entire home/apt,1,8,5.0,6.0,2.0,bath
"Beautiful City Views, Cozy Condo Near Downtown",87.0,District 6,Entire home/apt,30,2,1.0,1.0,1.0,bath
Furnished Home 31+ Day Stays | Ensuite bath in each bedroom!,154.0,District 20,Entire home/apt,31,10,3.0,10.0,3.5,bath
